year,male,female
1982,Cameron,Ellie
1982,Samuel,Victoria
1982,Luke,Stella
1982,Dylan,Elena
1982,Grayson,Lucy
1982,Santiago,Riley
1982,Asher,Zoe
1982,Nolan,Addison
1982,Leonardo,Delilah
1982,Elias,Leilani
1982,Hudson,Hannah
1982,Nathan,Quinn
1982,Jayden,Ivy
1982,Josiah,Natalia
1982,Ryan,Naomi
1982,Caleb,Brooklyn
1982,Isaiah,Natalie
1982,Maverick,Leah
1982,Ezra,Ruby
1982,Adam,Vivian
1982,Christopher,Liliana
1982,Jaxon,Maeve
1982,Adrian,Everly
1982,Joshua,Hailey
1982,Dominic,Aubrey
1982,Nicholas,Madelyn
1982,Jonathan,Audrey
1982,Andrew,Savannah
1982,Gael,Aurora
1982,Connor,Claire
1982,Ezekiel,Josephine
1982,Landon,Bella
1982,Emmett,Gabriella
1982,Angel,Kinsley
1982,Bennett,Samantha
1982,Jordan,Aaliyah
1982,Brooks,Madeline
1982,Vincent,Eloise
1982,Everett,Skylar
1982,Aaron,Anna
1982,Declan,Ximena
1982,Amir,Julia
1982,Wesley,Ayla
1982,Eli,Cecilia
1982,Kai,Kennedy
1982,Damian,Sophie
1982,Robert,Margaret
1982,Axel,Ariana
1982,Beau,Autumn
1982,Easton,Allison
1982,Colton,Valentina
1982,Cooper,Clara
1982,George,Piper
1982,Ian,Eva
1982,Christian,Mackenzie
1982,Roman,Alice
1982,Messiah,Cora
1982,Theo,Paisley
1982,Jaxson,Serenity
1982,Austin,Rose
1982,Giovanni, 
1983,Noah,Olivia
1983,Liam,Emma
1983,Oliver,Sophia
1983,Henry,Charlotte
1983,Benjamin,Amelia
1983,Alexander,Ava
1983,Theodore,Isabella
1983,William,Mia
1983,Mateo,Evelyn
1983,Logan,Camila
1983,James,Sofia
1983,Lucas,Gianna
1983,Owen,Eleanor
1983,Daniel,Nora
1983,Jack,Layla
1983,Michael,Emily
1983,Leo,Elizabeth
1983,Elijah,Harper
1983,Sebastian,Mila
1983,Mason,Avery
1983,Anthony,Abigail
1983,Joseph,Luna
1983,Ethan,Emilia
1983,Jackson,Penelope
1983,Aiden,Ella
1983,Julian,Aria
1983,Levi,Grace
1983,Luca,Scarlett
1983,John,Chloe
1983,Jacob,Violet
1983,Charles,Isla
1983,Thomas,Zoey
1983,Wyatt,Hazel
1983,Isaac,Lily
1983,Miles,Maya
1983,David,Nova
1983,Gabriel,Eliana
1983,Matthew,Lillian
1983,Lincoln,Madison
1983,Carter,Willow
1983,Cameron,Ellie
1983,Samuel,Victoria
1983,Luke,Stella
1983,Dylan,Elena
1983,Grayson,Lucy
1983,Santiago,Riley
1983,Asher,Zoe
1983,Nolan,Addison
1983,Leonardo,Delilah
1983,Elias,Leilani
1983,Hudson,Hannah
1983,Nathan,Quinn
1983,Jayden,Ivy
1983,Josiah,Natalia
1983,Ryan,Naomi
1983,Caleb,Brooklyn
1983,Isaiah,Natalie
1983,Maverick,Leah
1983,Ezra,Ruby
1983,Adam,Vivian
1983,Christopher,Liliana
1983,Jaxon,Maeve
1983,Adrian,Everly
1983,Joshua,Hailey
1983,Dominic,Aubrey
1983,Nicholas,Madelyn
1983,Jonathan,Audrey
1983,Andrew,Savannah
1983,Gael,Aurora
1983,Connor,Claire
1983,Ezekiel,Josephine
1983,Landon,Bella
1983,Emmett,Gabriella
1983,Angel,Kinsley
1983,Bennett,Samantha
1983,Jordan,Aaliyah
1983,Brooks,Madeline
1983,Vincent,Eloise
1983,Everett,Skylar
1983,Aaron,Anna
1983,Declan,Ximena
1983,Amir,Julia
1983,Wesley,Ayla
1983,Eli,Cecilia
1983,Kai,Kennedy
1983,Damian,Sophie
1983,Robert,Margaret
1983,Axel,Ariana
1983,Beau,Autumn
1983,Easton,Allison
1983,Colton,Valentina
1983,Cooper,Clara
1983,George,Piper
1983,Ian,Eva
1983,Christian,Mackenzie
1983,Roman,Alice
1983,Messiah,Cora
1983,Theo,Paisley
1983,Jaxson,Serenity
1983,Austin,Rose
1983,Giovanni, 
1984,Noah,Olivia
1984,Liam,Emma
1984,Oliver,Sophia
1984,Henry,Charlotte
1984,Benjamin,Amelia
1984,Alexander,Ava
1984,Theodore,Isabella
1984,William,Mia
1984,Mateo,Evelyn
1984,Logan,Camila
1984,James,Sofia
1984,Lucas,Gianna
1984,Owen,Eleanor
1984,Daniel,Nora
1984,Jack,Layla
1984,Michael,Emily
1984,Leo,Elizabeth
1984,Elijah,Harper
1984,Sebastian,Mila
1984,Mason,Avery
1984,Anthony,Abigail
1984,Joseph,Luna
1984,Ethan,Emilia
1984,Jackson,Penelope
1984,Aiden,Ella
1984,Julian,Aria
1984,Levi,Grace
1984,Luca,Scarlett
1984,John,Chloe
1984,Jacob,Violet
1984,Charles,Isla
1984,Thomas,Zoey
1984,Wyatt,Hazel
1984,Isaac,Lily
1984,Miles,Maya
1984,David,Nova
1984,Gabriel,Eliana
1984,Matthew,Lillian
1984,Lincoln,Madison
1984,Carter,Willow
1984,Cameron,Ellie
1984,Samuel,Victoria
1984,Luke,Stella
1984,Dylan,Elena
1984,Grayson,Lucy
1984,Santiago,Riley
1984,Asher,Zoe
1984,Nolan,Addison
1984,Leonardo,Delilah
1984,Elias,Leilani
1984,Hudson,Hannah
1984,Nathan,Quinn
1984,Jayden,Ivy
1984,Josiah,Natalia
1984,Ryan,Naomi
1984,Caleb,Brooklyn
1984,Isaiah,Natalie
1984,Maverick,Leah
1984,Ezra,Ruby
1984,Adam,Vivian
1984,Christopher,Liliana
1984,Jaxon,Maeve
1984,Adrian,Everly
1984,Joshua,Hailey
1984,Dominic,Aubrey
1984,Nicholas,Madelyn
1984,Jonathan,Audrey
1984,Andrew,Savannah
1984,Gael,Aurora
1984,Connor,Claire
1984,Ezekiel,Josephine
1984,Landon,Bella
1984,Emmett,Gabriella
1984,Angel,Kinsley
1984,Bennett,Samantha
1984,Jordan,Aaliyah
1984,Brooks,Madeline
1984,Vincent,Eloise
1984,Everett,Skylar
1984,Aaron,Anna
1984,Declan,Ximena
1984,Amir,Julia
1984,Wesley,Ayla
1984,Eli,Cecilia
1984,Kai,Kennedy
1984,Damian,Sophie
1984,Robert,Margaret
1984,Axel,Ariana
1984,Beau,Autumn
1984,Easton,Allison
1984,Colton,Valentina
1984,Cooper,Clara
1984,George,Piper
1984,Ian,Eva
1984,Christian,Mackenzie
1984,Roman,Alice
1984,Messiah,Cora
1984,Theo,Paisley
1984,Jaxson,Serenity
1984,Austin,Rose
1984,Giovanni, 
1985,Noah,Olivia
1985,Liam,Emma
1985,Oliver,Sophia
1985,Henry,Charlotte
1985,Benjamin,Amelia
1985,Alexander,Ava
1985,Theodore,Isabella
1985,William,Mia
1985,Mateo,Evelyn
1985,Logan,Camila
1985,James,Sofia
1985,Lucas,Gianna
1985,Owen,Eleanor
1985,Daniel,Nora
1985,Jack,Layla
1985,Michael,Emily
1985,Leo,Elizabeth
1985,Elijah,Harper
1985,Sebastian,Mila
1985,Mason,Avery
1985,Anthony,Abigail
1985,Joseph,Luna
1985,Ethan,Emilia
1985,Jackson,Penelope
1985,Aiden,Ella
1985,Julian,Aria
1985,Levi,Grace
1985,Luca,Scarlett
1985,John,Chloe
1985,Jacob,Violet
1985,Charles,Isla
1985,Thomas,Zoey
1985,Wyatt,Hazel
1985,Isaac,Lily
1985,Miles,Maya
1985,David,Nova
1985,Gabriel,Eliana
1985,Matthew,Lillian
1985,Lincoln,Madison
1985,Carter,Willow
1985,Cameron,Ellie
1985,Samuel,Victoria
1985,Luke,Stella
1985,Dylan,Elena
1985,Grayson,Lucy
1985,Santiago,Riley
1985,Asher,Zoe
1985,Nolan,Addison
1985,Leonardo,Delilah
1985,Elias,Leilani
1985,Hudson,Hannah
1985,Nathan,Quinn
1985,Jayden,Ivy
1985,Josiah,Natalia
1985,Ryan,Naomi
1985,Caleb,Brooklyn
1985,Isaiah,Natalie
1985,Maverick,Leah
1985,Ezra,Ruby
1985,Adam,Vivian
1985,Christopher,Liliana
1985,Jaxon,Maeve
1985,Adrian,Everly
1985,Joshua,Hailey
1985,Dominic,Aubrey
1985,Nicholas,Madelyn
1985,Jonathan,Audrey
1985,Andrew,Savannah
1985,Gael,Aurora
1985,Connor,Claire
1985,Ezekiel,Josephine
1985,Landon,Bella
1985,Emmett,Gabriella
1985,Angel,Kinsley
1985,Bennett,Samantha
1985,Jordan,Aaliyah
1985,Brooks,Madeline
1985,Vincent,Eloise
1985,Everett,Skylar
1985,Aaron,Anna
1985,Declan,Ximena
1985,Amir,Julia
1985,Wesley,Ayla
1985,Eli,Cecilia
1985,Kai,Kennedy
1985,Damian,Sophie
1985,Robert,Margaret
1985,Axel,Ariana
1985,Beau,Autumn
1985,Easton,Allison
1985,Colton,Valentina
1985,Cooper,Clara
1985,George,Piper
1985,Ian,Eva
1985,Christian,Mackenzie
1985,Roman,Alice
1985,Messiah,Cora
1985,Theo,Paisley
1985,Jaxson,Serenity
1985,Austin,Rose
1985,Giovanni, 
1986,Noah,Olivia
1986,Liam,Emma
1986,Oliver,Sophia
1986,Henry,Charlotte
1986,Benjamin,Amelia
1986,Alexander,Ava
1986,Theodore,Isabella
1986,William,Mia
1986,Mateo,Evelyn
1986,Logan,Camila
1986,James,Sofia
1986,Lucas,Gianna
1986,Owen,Eleanor
1986,Daniel,Nora
1986,Jack,Layla
1986,Michael,Emily
1986,Leo,Elizabeth
1986,Elijah,Harper
1986,Sebastian,Mila
1986,Mason,Avery
1986,Anthony,Abigail
1986,Joseph,Luna
1986,Ethan,Emilia
1986,Jackson,Penelope
1986,Aiden,Ella
1986,Julian,Aria
1986,Levi,Grace
1986,Luca,Scarlett
1986,John,Chloe
1986,Jacob,Violet
1986,Charles,Isla
1986,Thomas,Zoey
1986,Wyatt,Hazel
1986,Isaac,Lily
1986,Miles,Maya
1986,David,Nova
1986,Gabriel,Eliana
1986,Matthew,Lillian
1986,Lincoln,Madison
1986,Carter,Willow
1986,Cameron,Ellie
1986,Samuel,Victoria
1986,Luke,Stella
1986,Dylan,Elena
1986,Grayson,Lucy
1986,Santiago,Riley
1986,Asher,Zoe
1986,Nolan,Addison
1986,Leonardo,Delilah
1986,Elias,Leilani
1986,Hudson,Hannah
1986,Nathan,Quinn
1986,Jayden,Ivy
1986,Josiah,Natalia
1986,Ryan,Naomi
1986,Caleb,Brooklyn
1986,Isaiah,Natalie
1986,Maverick,Leah
1986,Ezra,Ruby
1986,Adam,Vivian
1986,Christopher,Liliana
1986,Jaxon,Maeve
1986,Adrian,Everly
1986,Joshua,Hailey
1986,Dominic,Aubrey
1986,Nicholas,Madelyn
1986,Jonathan,Audrey
1986,Andrew,Savannah
1986,Gael,Aurora
1986,Connor,Claire
1986,Ezekiel,Josephine
1986,Landon,Bella
1986,Emmett,Gabriella
1986,Angel,Kinsley
1986,Bennett,Samantha
1986,Jordan,Aaliyah
1986,Brooks,Madeline
1986,Vincent,Eloise
1986,Everett,Skylar
1986,Aaron,Anna
1986,Declan,Ximena
1986,Amir,Julia
1986,Wesley,Ayla
1986,Eli,Cecilia
1986,Kai,Kennedy
1986,Damian,Sophie
1986,Robert,Margaret
1986,Axel,Ariana
1986,Beau,Autumn
1986,Easton,Allison
1986,Colton,Valentina
1986,Cooper,Clara
1986,George,Piper
1986,Ian,Eva
1986,Christian,Mackenzie
1986,Roman,Alice
1986,Messiah,Cora
1986,Theo,Paisley
1986,Jaxson,Serenity
1986,Austin,Rose
1986,Giovanni, 
1987,Noah,Olivia
1987,Liam,Emma
1987,Oliver,Sophia
1987,Henry,Charlotte
1987,Benjamin,Amelia
1987,Alexander,Ava
1987,Theodore,Isabella
1987,William,Mia
1987,Mateo,Evelyn
1987,Logan,Camila
1987,James,Sofia
1987,Lucas,Gianna
1987,Owen,Eleanor
1987,Daniel,Nora
1987,Jack,Layla
1987,Michael,Emily
1987,Leo,Elizabeth
1987,Elijah,Harper
1987,Sebastian,Mila
1987,Mason,Avery
1987,Anthony,Abigail
1987,Joseph,Luna
1987,Ethan,Emilia
1987,Jackson,Penelope
1987,Aiden,Ella
1987,Julian,Aria
1987,Levi,Grace
1987,Luca,Scarlett
1987,John,Chloe
1987,Jacob,Violet
1987,Charles,Isla
1987,Thomas,Zoey
1987,Wyatt,Hazel
1987,Isaac,Lily
1987,Miles,Maya
1987,David,Nova
1987,Gabriel,Eliana
1987,Matthew,Lillian
1987,Lincoln,Madison
1987,Carter,Willow
1987,Cameron,Ellie
1987,Samuel,Victoria
1987,Luke,Stella
1987,Dylan,Elena
1987,Grayson,Lucy
1987,Santiago,Riley
1987,Asher,Zoe
1987,Nolan,Addison
1987,Leonardo,Delilah
1987,Elias,Leilani
1987,Hudson,Hannah
1987,Nathan,Quinn
1987,Jayden,Ivy
1987,Josiah,Natalia
1987,Ryan,Naomi
1987,Caleb,Brooklyn
1987,Isaiah,Natalie
1987,Maverick,Leah
1987,Ezra,Ruby
1987,Adam,Vivian
1987,Christopher,Liliana
1987,Jaxon,Maeve
1987,Adrian,Everly
1987,Joshua,Hailey
1987,Dominic,Aubrey
1987,Nicholas,Madelyn
1987,Jonathan,Audrey
1987,Andrew,Savannah
1987,Gael,Aurora
1987,Connor,Claire
1987,Ezekiel,Josephine
1987,Landon,Bella
1987,Emmett,Gabriella
1987,Angel,Kinsley
1987,Bennett,Samantha
1987,Jordan,Aaliyah
1987,Brooks,Madeline
1987,Vincent,Eloise
1987,Everett,Skylar
1987,Aaron,Anna
1987,Declan,Ximena
1987,Amir,Julia
1987,Wesley,Ayla
1987,Eli,Cecilia
1987,Kai,Kennedy
1987,Damian,Sophie
1987,Robert,Margaret
1987,Axel,Ariana
1987,Beau,Autumn
1987,Easton,Allison
1987,Colton,Valentina
1987,Cooper,Clara
1987,George,Piper
1987,Ian,Eva
1987,Christian,Mackenzie
1987,Roman,Alice
1987,Messiah,Cora
1987,Theo,Paisley
1987,Jaxson,Serenity
1987,Austin,Rose
1987,Giovanni, 
1988,Noah,Olivia
1988,Liam,Emma
1988,Oliver,Sophia
1988,Henry,Charlotte
1988,Benjamin,Amelia
1988,Alexander,Ava
1988,Theodore,Isabella
1988,William,Mia
1988,Mateo,Evelyn
1988,Logan,Camila
1988,James,Sofia
1988,Lucas,Gianna
1988,Owen,Eleanor
1988,Daniel,Nora
1988,Jack,Layla
1988,Michael,Emily
1988,Leo,Elizabeth
1988,Elijah,Harper
1988,Sebastian,Mila
1988,Mason,Avery
1988,Anthony,Abigail
1988,Joseph,Luna
1988,Ethan,Emilia
1988,Jackson,Penelope
1988,Aiden,Ella
1988,Julian,Aria
1988,Levi,Grace
1988,Luca,Scarlett
1988,John,Chloe
1988,Jacob,Violet
1988,Charles,Isla
1988,Thomas,Zoey
1988,Wyatt,Hazel
1988,Isaac,Lily
1988,Miles,Maya
1988,David,Nova
1988,Gabriel,Eliana
1988,Matthew,Lillian
1988,Lincoln,Madison
1988,Carter,Willow
1988,Cameron,Ellie
1988,Samuel,Victoria
1988,Luke,Stella
1988,Dylan,Elena
1988,Grayson,Lucy
1988,Santiago,Riley
1988,Asher,Zoe
1988,Nolan,Addison
1988,Leonardo,Delilah
1988,Elias,Leilani
1988,Hudson,Hannah
1988,Nathan,Quinn
1988,Jayden,Ivy
1988,Josiah,Natalia
1988,Ryan,Naomi
1988,Caleb,Brooklyn
1988,Isaiah,Natalie
1988,Maverick,Leah
1988,Ezra,Ruby
1988,Adam,Vivian
1988,Christopher,Liliana
1988,Jaxon,Maeve
1988,Adrian,Everly
1988,Joshua,Hailey
1988,Dominic,Aubrey
1988,Nicholas,Madelyn
1988,Jonathan,Audrey
1988,Andrew,Savannah
1988,Gael,Aurora
1988,Connor,Claire
1988,Ezekiel,Josephine
1988,Landon,Bella
1988,Emmett,Gabriella
1988,Angel,Kinsley
1988,Bennett,Samantha
1988,Jordan,Aaliyah
1988,Brooks,Madeline
1988,Vincent,Eloise
1988,Everett,Skylar
1988,Aaron,Anna
1988,Declan,Ximena
1988,Amir,Julia
1988,Wesley,Ayla
1988,Eli,Cecilia
1988,Kai,Kennedy
1988,Damian,Sophie
1988,Robert,Margaret
1988,Axel,Ariana
1988,Beau,Autumn
1988,Easton,Allison
1988,Colton,Valentina
1988,Cooper,Clara
1988,George,Piper
1988,Ian,Eva
1988,Christian,Mackenzie
1988,Roman,Alice
1988,Messiah,Cora
1988,Theo,Paisley
1988,Jaxson,Serenity
1988,Austin,Rose
1988,Giovanni, 
1989,Noah,Olivia
1989,Liam,Emma
1989,Oliver,Sophia
1989,Henry,Charlotte
1989,Benjamin,Amelia
1989,Alexander,Ava
1989,Theodore,Isabella
1989,William,Mia
1989,Mateo,Evelyn
1989,Logan,Camila
1989,James,Sofia
1989,Lucas,Gianna
1989,Owen,Eleanor
1989,Daniel,Nora
1989,Jack,Layla
1989,Michael,Emily
1989,Leo,Elizabeth
1989,Elijah,Harper
1989,Sebastian,Mila
1989,Mason,Avery
1989,Anthony,Abigail
1989,Joseph,Luna
1989,Ethan,Emilia
1989,Jackson,Penelope
1989,Aiden,Ella
1989,Julian,Aria
1989,Levi,Grace
1989,Luca,Scarlett
1989,John,Chloe
1989,Jacob,Violet
1989,Charles,Isla
1989,Thomas,Zoey
1989,Wyatt,Hazel
1989,Isaac,Lily
1989,Miles,Maya
1989,David,Nova
1989,Gabriel,Eliana
1989,Matthew,Lillian
1989,Lincoln,Madison
1989,Carter,Willow
1989,Cameron,Ellie
1989,Samuel,Victoria
1989,Luke,Stella
1989,Dylan,Elena
1989,Grayson,Lucy
1989,Santiago,Riley
1989,Asher,Zoe
1989,Nolan,Addison
1989,Leonardo,Delilah
1989,Elias,Leilani
1989,Hudson,Hannah
1989,Nathan,Quinn
1989,Jayden,Ivy
1989,Josiah,Natalia
1989,Ryan,Naomi
1989,Caleb,Brooklyn
1989,Isaiah,Natalie
1989,Maverick,Leah
1989,Ezra,Ruby
1989,Adam,Vivian
1989,Christopher,Liliana
1989,Jaxon,Maeve
1989,Adrian,Everly
1989,Joshua,Hailey
1989,Dominic,Aubrey
1989,Nicholas,Madelyn
1989,Jonathan,Audrey
1989,Andrew,Savannah
1989,Gael,Aurora
1989,Connor,Claire
1989,Ezekiel,Josephine
1989,Landon,Bella
1989,Emmett,Gabriella
1989,Angel,Kinsley
1989,Bennett,Samantha
1989,Jordan,Aaliyah
1989,Brooks,Madeline
1989,Vincent,Eloise
1989,Everett,Skylar
1989,Aaron,Anna
1989,Declan,Ximena
1989,Amir,Julia
1989,Wesley,Ayla
1989,Eli,Cecilia
1989,Kai,Kennedy
1989,Damian,Sophie
1989,Robert,Margaret
1989,Axel,Ariana
1989,Beau,Autumn
1989,Easton,Allison
1989,Colton,Valentina
1989,Cooper,Clara
1989,George,Piper
1989,Ian,Eva
1989,Christian,Mackenzie
1989,Roman,Alice
1989,Messiah,Cora
1989,Theo,Paisley
1989,Jaxson,Serenity
1989,Austin,Rose
1989,Giovanni, 
1990,Noah,Olivia
1990,Liam,Emma
1990,Oliver,Sophia
1990,Henry,Charlotte
1990,Benjamin,Amelia
1990,Alexander,Ava
1990,Theodore,Isabella
1990,William,Mia
1990,Mateo,Evelyn
1990,Logan,Camila
1990,James,Sofia
1990,Lucas,Gianna
1990,Owen,Eleanor
1990,Daniel,Nora
1990,Jack,Layla
1990,Michael,Emily
1990,Leo,Elizabeth
1990,Elijah,Harper
1990,Sebastian,Mila
1990,Mason,Avery
1990,Anthony,Abigail
1990,Joseph,Luna
1990,Ethan,Emilia
1990,Jackson,Penelope
1990,Aiden,Ella
1990,Julian,Aria
1990,Levi,Grace
1990,Luca,Scarlett
1990,John,Chloe
1990,Jacob,Violet
1990,Charles,Isla
1990,Thomas,Zoey
1990,Wyatt,Hazel
1990,Isaac,Lily
1990,Miles,Maya
1990,David,Nova
1990,Gabriel,Eliana
1990,Matthew,Lillian
1990,Lincoln,Madison
1990,Carter,Willow
1990,Cameron,Ellie
1990,Samuel,Victoria
1990,Luke,Stella
1990,Dylan,Elena
1990,Grayson,Lucy
1990,Santiago,Riley
1990,Asher,Zoe
1990,Nolan,Addison
1990,Leonardo,Delilah
1990,Elias,Leilani
1990,Hudson,Hannah
1990,Nathan,Quinn
1990,Jayden,Ivy
1990,Josiah,Natalia
1990,Ryan,Naomi
1990,Caleb,Brooklyn
1990,Isaiah,Natalie
1990,Maverick,Leah
1990,Ezra,Ruby
1990,Adam,Vivian
1990,Christopher,Liliana
1990,Jaxon,Maeve
1990,Adrian,Everly
1990,Joshua,Hailey
1990,Dominic,Aubrey
1990,Nicholas,Madelyn
1990,Jonathan,Audrey
1990,Andrew,Savannah
1990,Gael,Aurora
1990,Connor,Claire
1990,Ezekiel,Josephine
1990,Landon,Bella
1990,Emmett,Gabriella
1990,Angel,Kinsley
1990,Bennett,Samantha
1990,Jordan,Aaliyah
1990,Brooks,Madeline
1990,Vincent,Eloise
1990,Everett,Skylar
1990,Aaron,Anna
1990,Declan,Ximena
1990,Amir,Julia
1990,Wesley,Ayla
1990,Eli,Cecilia
1990,Kai,Kennedy
1990,Damian,Sophie
1990,Robert,Margaret
1990,Axel,Ariana
1990,Beau,Autumn
1990,Easton,Allison
1990,Colton,Valentina
1990,Cooper,Clara
1990,George,Piper
1990,Ian,Eva
1990,Christian,Mackenzie
1990,Roman,Alice
1990,Messiah,Cora
1990,Theo,Paisley
1990,Jaxson,Serenity
1990,Austin,Rose
1990,Giovanni, 
1991,Noah,Olivia
1991,Liam,Emma
1991,Oliver,Sophia
1991,Henry,Charlotte
1991,Benjamin,Amelia
1991,Alexander,Ava
1991,Theodore,Isabella
1991,William,Mia
1991,Mateo,Evelyn
1991,Logan,Camila
1991,James,Sofia
1991,Lucas,Gianna
1991,Owen,Eleanor
1991,Daniel,Nora
1991,Jack,Layla
1991,Michael,Emily
1991,Leo,Elizabeth
1991,Elijah,Harper
1991,Sebastian,Mila
1991,Mason,Avery
1991,Anthony,Abigail
1991,Joseph,Luna
1991,Ethan,Emilia
1991,Jackson,Penelope
1991,Aiden,Ella
1991,Julian,Aria
1991,Levi,Grace
1991,Luca,Scarlett
1991,John,Chloe
1991,Jacob,Violet
1991,Charles,Isla
1991,Thomas,Zoey
1991,Wyatt,Hazel
1991,Isaac,Lily
1991,Miles,Maya
1991,David,Nova
1991,Gabriel,Eliana
1991,Matthew,Lillian
1991,Lincoln,Madison
1991,Carter,Willow
1991,Cameron,Ellie
1991,Samuel,Victoria
1991,Luke,Stella
1991,Dylan,Elena
1991,Grayson,Lucy
1991,Santiago,Riley
1991,Asher,Zoe
1991,Nolan,Addison
1991,Leonardo,Delilah
1991,Elias,Leilani
1991,Hudson,Hannah
1991,Nathan,Quinn
1991,Jayden,Ivy
1991,Josiah,Natalia
1991,Ryan,Naomi
1991,Caleb,Brooklyn
1991,Isaiah,Natalie
1991,Maverick,Leah
1991,Ezra,Ruby
1991,Adam,Vivian
1991,Christopher,Liliana
1991,Jaxon,Maeve
1991,Adrian,Everly
1991,Joshua,Hailey
1991,Dominic,Aubrey
1991,Nicholas,Madelyn
1991,Jonathan,Audrey
1991,Andrew,Savannah
1991,Gael,Aurora
1991,Connor,Claire
1991,Ezekiel,Josephine
1991,Landon,Bella
1991,Emmett,Gabriella
1991,Angel,Kinsley
1991,Bennett,Samantha
1991,Jordan,Aaliyah
1991,Brooks,Madeline
1991,Vincent,Eloise
1991,Everett,Skylar
1991,Aaron,Anna
1991,Declan,Ximena
1991,Amir,Julia
1991,Wesley,Ayla
1991,Eli,Cecilia
1991,Kai,Kennedy
1991,Damian,Sophie
1991,Robert,Margaret
1991,Axel,Ariana
1991,Beau,Autumn
1991,Easton,Allison
1991,Colton,Valentina
1991,Cooper,Clara
1991,George,Piper
1991,Ian,Eva
1991,Christian,Mackenzie
1991,Roman,Alice
1991,Messiah,Cora
1991,Theo,Paisley
1991,Jaxson,Serenity
1991,Austin,Rose
1991,Giovanni, 
1992,Noah,Olivia
1992,Liam,Emma
1992,Oliver,Sophia
1992,Henry,Charlotte
1992,Benjamin,Amelia
1992,Alexander,Ava
1992,Theodore,Isabella
1992,William,Mia
1992,Mateo,Evelyn
1992,Logan,Camila
1992,James,Sofia
1992,Lucas,Gianna
1992,Owen,Eleanor
1992,Daniel,Nora
1992,Jack,Layla
1992,Michael,Emily
1992,Leo,Elizabeth
1992,Elijah,Harper
1992,Sebastian,Mila
1992,Mason,Avery
1992,Anthony,Abigail
1992,Joseph,Luna
1992,Ethan,Emilia
1992,Jackson,Penelope
1992,Aiden,Ella
1992,Julian,Aria
1992,Levi,Grace
1992,Luca,Scarlett
1992,John,Chloe
1992,Jacob,Violet
1992,Charles,Isla
1992,Thomas,Zoey
1992,Wyatt,Hazel
1992,Isaac,Lily
1992,Miles,Maya
1992,David,Nova
1992,Gabriel,Eliana
1992,Matthew,Lillian
1992,Lincoln,Madison
1992,Carter,Willow
1992,Cameron,Ellie
1992,Samuel,Victoria
1992,Luke,Stella
1992,Dylan,Elena
1992,Grayson,Lucy
1992,Santiago,Riley
1992,Asher,Zoe
1992,Nolan,Addison
1992,Leonardo,Delilah
1992,Elias,Leilani
1992,Hudson,Hannah
1992,Nathan,Quinn
1992,Jayden,Ivy
1992,Josiah,Natalia
1992,Ryan,Naomi
1992,Caleb,Brooklyn
1992,Isaiah,Natalie
1992,Maverick,Leah
1992,Ezra,Ruby
1992,Adam,Vivian
1992,Christopher,Liliana
1992,Jaxon,Maeve
1992,Adrian,Everly
1992,Joshua,Hailey
1992,Dominic,Aubrey
1992,Nicholas,Madelyn
1992,Jonathan,Audrey
1992,Andrew,Savannah
1992,Gael,Aurora
1992,Connor,Claire
1992,Ezekiel,Josephine
1992,Landon,Bella
1992,Emmett,Gabriella
1992,Angel,Kinsley
1992,Bennett,Samantha
1992,Jordan,Aaliyah
1992,Brooks,Madeline
1992,Vincent,Eloise
1992,Everett,Skylar
1992,Aaron,Anna
1992,Declan,Ximena
1992,Amir,Julia
1992,Wesley,Ayla
1992,Eli,Cecilia
1992,Kai,Kennedy
1992,Damian,Sophie
1992,Robert,Margaret
1992,Axel,Ariana
1992,Beau,Autumn
1992,Easton,Allison
1992,Colton,Valentina
1992,Cooper,Clara
1992,George,Piper
1992,Ian,Eva
1992,Christian,Mackenzie
1992,Roman,Alice
1992,Messiah,Cora
1992,Theo,Paisley
1992,Jaxson,Serenity
1992,Austin,Rose
1992,Giovanni, 
1993,Noah,Olivia
1993,Liam,Emma
1993,Oliver,Sophia
1993,Henry,Charlotte
1993,Benjamin,Amelia
1993,Alexander,Ava
1993,Theodore,Isabella
1993,William,Mia
1993,Mateo,Evelyn
1993,Logan,Camila
1993,James,Sofia
1993,Lucas,Gianna
1993,Owen,Eleanor
1993,Daniel,Nora
1993,Jack,Layla
1993,Michael,Emily
1993,Leo,Elizabeth
1993,Elijah,Harper
1993,Sebastian,Mila
1993,Mason,Avery
1993,Anthony,Abigail
1993,Joseph,Luna
1993,Ethan,Emilia
1993,Jackson,Penelope
1993,Aiden,Ella
1993,Julian,Aria
1993,Levi,Grace
1993,Luca,Scarlett
1993,John,Chloe
1993,Jacob,Violet
1993,Charles,Isla
1993,Thomas,Zoey
1993,Wyatt,Hazel
1993,Isaac,Lily
1993,Miles,Maya
1993,David,Nova
1993,Gabriel,Eliana
1993,Matthew,Lillian
1993,Lincoln,Madison
1993,Carter,Willow
1993,Cameron,Ellie
1993,Samuel,Victoria
1993,Luke,Stella
1993,Dylan,Elena
1993,Grayson,Lucy
1993,Santiago,Riley
1993,Asher,Zoe
1993,Nolan,Addison
1993,Leonardo,Delilah
1993,Elias,Leilani
1993,Hudson,Hannah
1993,Nathan,Quinn
1993,Jayden,Ivy
1993,Josiah,Natalia
1993,Ryan,Naomi
1993,Caleb,Brooklyn
1993,Isaiah,Natalie
1993,Maverick,Leah
1993,Ezra,Ruby
